Title,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,hdr,uhd,subtitles,len_subtitles,len_audio,starring,directors,Title Type,Genre1,Genre2,Genre3,Original or Licensed,Trailer Available,# of Dubbing Languages,# of Subtitle Languages
Rock On,Hindi,7.7,145,2008,All,"Four talented friends(Farhan Akthar, Purab Kholi, Arjun Rampal and Luke Kenny) pursue their passion making it big as a band, only to fail. Years later, fate brings them together with a second chance. After struggling through the rough patches, Adi, Joe, KD and Rob eventually form the country's best band, Magic and rock the nation with their outstanding live performances.",,,,,,,,Movie,International, Drama, Arts,Licensed,Yes,1,6
Bidaay Byomkesh,Bengali,5.3,119,2018,13+,"An aged Byomkesh Bakshi decides to pass on his 'Satyanweshi' baton to his next generation till, it's his grandson who unearths the family secret that was kept hidden from him. Is it the end of the iconic truth-seeking sleuth?",,,,,,,,Movie,Drama, Suspense, International,Licensed,Yes,1,5
In Time,English,6.7,109,2011,18+,"Justin Timberlake and Amanda Seyfried co-star in this sci-fi thriller set in a future world where aging stops at 25, and the only way for one man to stay alive is to steal more time.",,,,,,,,Movie,Science Fiction, Suspense,,Licensed,No,1,1
Mean Girls,English,7,96,2004,18+,"Cady thinks she understands “survival of the fittest.” However, the law of the wild takes a whole new meaning when the homeschooled 15-year-old enters public high school for the first time.",,,,,,,,Movie,Comedy, Young Adult Audience,,Licensed,Yes,13,30
Joy Ride,English,6.6,97,2001,13+,"Two brothers on a cross country driving trip make the mistake of using their CD player to play a practical joke on a mentally deranged trucker, and pay dearly for the prank when he becomes a homicidal stalker out for revenge.",,,,,,,,Movie,Suspense, Horror, Action,Licensed,Yes,3,5
Half Ticket,Hindi,7.4,119,None,All,"Half Ticket Is A Classic Hindi Comedy Movie, Directed By Kalidas, Starring Kishore Kumar and Madhubala In The Lead Roles. When Vijay's Father Forces Him To Get Married, He Leaves The House And Decides To Start A New Life In Bombay. But He Does Not Have Enough Money To Buy The Train Ticket And Pretends To Be A Child.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,3
Favourite Children's Songs,English,None,33,2014,All,Favourite Childrens Songs,,,,,,,,Movie,Kids,,,Licensed,No,17,17
Savyasachi,Telugu,5.4,147,2018,13+,Savyasachi (meaning Ambidextrous) is based on a twin brother who is absorbed by Naga's character in the womb and controls his left hand. Unscientifically called the Vanishing Twin Syndrome.,,,,,,,,Movie,Adventure, International, Romance,Licensed,Yes,1,8
School of Rock,English,7.1,109,2003,13+,"Jack Black stars as a guitarist with delusions of grandeur. Kicked out of his band and looking for work, he becomes a substitute teacher and turns his class into rock and rollers.",,,,,,,,Movie,Comedy, Music Videos and Concerts,,Licensed,Yes,14,25
The Internship,English,6.3,119,2013,13+,Vince Vaughn and Owen Wilson team up to crash the digital world in this laugh-out-loud buddy comedy that clicks!,,,,,,,,Movie,Comedy,,,Licensed,Yes,8,27
Pati Patni Aur Woh,Hindi,7.1,133,1978,All,"Sharda and Ranjeet are happily married and have a son together. Ranjeet, however, has an affair with his secretary Nirmala, who he has convinced that his wife is on her deathbed.",,,,,,,,Movie,Romance, Comedy,,Licensed,Yes,1,5
Laaga Chunari Mein Daag,Hindi,5.3,139,2007,16+,"""When a small town girl Badki (Rani Mukerji) lands in the big bad city of Mumbai to earn an honest living - things don’t go exactly as she hoped. When her kid sister Chutki (Konkona Sen Sharma) comes face to face and her double life is revealed the sisters are in a confrontation that none of them would have dreamt of. Everything threatens to explode in their faces leaving a trail of destruction.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,4
Naachiyaar,Tamil,6.8,98,2018,13+,"Naachiyaar, a film that deals with the unexplored shades of grey in a minor love story; a pregnant young girl and her naive lover who has been accused of rape. An honest and persistent cop, Naachiyaar leads the investigation of the seemingly easy case at first, but what happens when it takes a turn for the worse. How will Naachiyaar as a woman deal with sensitive issues related to the case?",,,,,,,,Movie,International, Action, Drama,Licensed,Yes,1,3
Brother's Day (Tamil),Tamil,4.5,163,2019,13+,"Joy runs a hotel and catering service in Fort Kochi along with Rony and Munna. One fine day Rony meets an unexpected guest called Chandy and they become very close, however Chandy does not disclose his true identity to them. A lot of unexpected events take place when Shiva comes into their lives. What happens between all these characters builds the rest of the story.",,,,,,,,Movie,International, Comedy, Action,Licensed,Yes,1,5
Maayavan,Tamil,7.3,126,2017,13+,"Sundeep Kishan plays a police officer, who is severely injured while trapping a murderer. Couple of months after recovery, he resumes his job and during the process of investigating the murder of an actress (Akshara Gowda) comes across similarities in pattern of this murder with the previous ones. This takes him through few more characters, who are in some way connected with these murders.",,,,,,,,Movie,Suspense, Science Fiction, International,Licensed,Yes,1,9
Noor,Hindi,4,116,2017,13+,A journalist's life takes a dramatic turn when she comes across an eye-opening investigative news story.,,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,8
Gori Tere Pyaar Mein,Hindi,4.9,144,2013,13+,"This modern day romance has Sriram Venkat(Imran Khan)in the role of an edgy self-centered fellow who realises he is still in love with his ex-girlfriend Dia (Kareena Kapoor) , whom he had disappointed once. He must become a better version of himself in order to earn her trust and love back. This is the story of Sriram Venkat's journey to win his love back.",,,,,,,,Movie,Romance, Drama, International,Licensed,Yes,1,2
Pailwaan (Telugu),Telugu,None,163,2019,13+,Pailwaan is an emotional roller coaster of a desi grown wrestler who realises the purpose of his life and goes about fulfilling it. A gripping narrative of a sports genre story with action & drama forms the crux of the movie Pailwaan,,,,,,,,Movie,Drama, Action, International,Licensed,Yes,1,9
Sarileru Neekevvaru,Telugu,6,171,2020,13+,"Sarileru Neekevvaru is the story of Ajay Krishna (Mahesh Babu), a superior Army Major who is a player in handling tough tasks across the border. Soon, Ajay moves to Kurnool on a secret mission and he comes to know about a tiff of a family with the antagonist.",,,,,,,,Movie,Drama, Action, Comedy,Licensed,Yes,1,1
Thugs Of Hindostan (Tamil),Tamil,4.1,164,2018,16+,A story about one man’s love for his nation and another’s love for power. An epic adventure filled with edge-of-the-seat thrills and war on the seas.,,,,,,,,Movie,Action, Drama, Suspense,Licensed,Yes,1,15
Milan Talkies,Hindi,5,140,2019,13+,"Milan Talkies is set in a small town of Uttar Pradesh in the year span of 2010- 2013 where single screen theatres were still prominent and loved. It portrays a love story between an aspiring film director, Annu, and a young girl, Maithali, who belongs to a strict Panda (priest) family. Due to social prejudice they are unable to communicate easily, hence films become a means to unite them.",,,,,,,,Movie,International, Drama, Romance,Licensed,Yes,1,7
Nawabzaade,Hindi,4.4,109,2018,13+,"Three best friends fall in love with the same girl and fight among themselves to win her affections. But, they soon realize that their beloved is much more than her exterior of a simple girl.",,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,5
Monster,Tamil,6.8,137,2019,All,A compassionate man who believes that earth is for every living creature gets troubled by a rat and tries to kill it. Did he kill it or let it go free is the crux of the story.,,,,,,,,Movie,Comedy, Drama,,Licensed,Yes,1,9
MCA (Middle Class Abbayi),Telugu,5.9,138,2017,13+,Nani(Nani) a middle-class guy who stays with his sister in law(Bhumika). He leads a happy go lucky life with his girlfriend(Sai Pallavi) but things change all of a sudden when Bhumika who is a government servant lands into problems with a dreaded criminal(Naresh Vijay) in Warangal. Rest of the story is as to how a simple guy like Nani confronts the dreaded gangster and saves his sister in law.,,,,,,,,Movie,Drama, International,,Licensed,Yes,1,8
Dhruva,Kannada,5.7,140,2020,All,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire ?,,,,,,,,Movie,Action, Drama,,Licensed,Yes,1,1
Tambyacha Vishnubala,Marathi,7.4,157,2001,18+,"Kind, loving Vishnu (Sayaji Shinde) is transformed overnight to a raging, vengeful man who is dreaded by his entire village. Wheels of revenge start churning ,transforming his loving mother too in this journey.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,1
Nikka Zaildar 3,Punjabi,4.1,116,2019,13+,The film chronicles the story of Nikka whose father's soul enters his body following his death.,,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,9
Kaala (Telugu),Telugu,None,160,2018,13+,"Kaala (aka) Karikaalan is a representative of the people living in Dharavi, a big slum in Mumbai. When a political leader tries to grab the land they are living in, Kaala rises to the occasion and takes his people on a journey to resist the politcian’s plans, like a true leader.",,,,,,,,Movie,Action, Kids, Adventure,Licensed,Yes,1,6
Elektra,English,4.7,96,2005,13+,"Notorious assassin Elektra unwittingly takes part in her former teacher's test when she protects a former target and his daughter from ""The Hand,"" a sinister crime syndicate of martial arts fighters.",,,,,,,,Movie,Action, Fantasy,,Licensed,Yes,9,20
Meri Pyaari Bindu,Hindi,5.9,116,2017,13+,"A successful writer, Abhimanyu Roy (Ayushmann Khurrana) returns to his roots to write an old-fashioned love story, 3 years in the making. This writer's block is called Bindu (Parineeti Chopra). How do you contain this live wire in the pages of a book? When Abhi stumbles across an old audio cassette of their favourite playlist, it sends him down memory lane and his novel starts writing itself.",,,,,,,,Movie,International, Drama, Romance,Licensed,Yes,1,14
Marley & Me,English,7.1,115,2008,13+,"A New York Times bestseller, Marley & Me is the heartwarming and unforgettable story of a family in the making and the wondrously neurotic dog who taught them what really matters in life.",,,,,,,,Movie,Comedy,,,Licensed,Yes,9,23
Noriega: God's Favorite,English,6.3,115,2000,18+,A wickedly funny (and sometimes imaginary) biographical sketch of the Panamanian dictator that exaggerates the deposed despot's bizarre behavior showing him as a darkly comic figure full of contradictions and savagery.,,,,,,,,Movie,Drama, Comedy,,Licensed,Yes,4,21
Sharyat,Marathi,5.7,126,2011,All,Two powerful families are at loggerheads over the right to perform Lord Shiva's pooja. They decide to settle the matter by participating in an annual bullock cart race.,,,,,,,,Movie,International, Drama,,Licensed,Yes,1,1
Brother's Day (Malayalam),Malayalam,4.5,163,2019,13+,"Joy runs a hotel and catering service in Fort Kochi along with Rony and Munna. One fine day Rony meets an unexpected guest called Chandy and they become very close, however Chandy does not disclose his true identity to them. A lot of unexpected events take place when Shiva comes into their lives. What happens between all these characters builds the rest of the story.",,,,,,,,Movie,International, Action, Comedy,Licensed,Yes,1,11
Fukrey,Hindi,6.9,135,2013,All,The story revolves around four suboptimal individuals who are struggling to cope up with studies and their personal desires to make it big. Their hunger for success leads them to indulge in unacceptable situations and are soon forced to face mind-twisting and complicated obstacles which make their troubled life even harder. Will they overcome these situations and see the light?,,,,,,,,Movie,Drama, International, Comedy,Licensed,No,1,10
Action,Tamil,4.5,150,2019,13+,An Indian army officer goes after the mastermind behind a terror attack that also resulted in a personal loss to him.,,,,,,,,Movie,Action, Drama,,Licensed,Yes,1,9
